country,country_code_2_digit,country_code_3_digit,population,daily_count,reported_date,confirmed cases_count,deaths_count,source
Azerbaijan,AZ,AZE,10139175,323,2020-06-09,323,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-03-15,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-05-22,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,25,2020-09-08,,25,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,17,2020-08-03,17,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,49,2020-04-01,49,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1019,2020-04-02,1019,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-07-06,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-08-12,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,2020-09-05,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2,2020-04-16,,2,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2,2020-04-20,,2,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,3,2020-03-30,3,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,2020-05-13,1,1,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,120,2020-08-04,120,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,9,2020-09-18,,9,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-08-07,,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-03-06,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-02-12,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,25086,2020-10-17,25086,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-02-28,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1,2020-02-03,1,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,286,2020-05-31,286,,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-07-21,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-03-21,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-04-14,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,66,2020-09-22,66,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3304,2020-08-26,3304,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-04-10,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,9,2020-05-24,9,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,13,2020-08-06,,13,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-09-09,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-09-29,,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-09-28,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-07-18,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-05-21,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,3,2020-09-10,,3,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,769,2020-03-06,769,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,518,2020-06-06,518,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,25,2020-06-27,25,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,367,2020-04-29,,367,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,107,2020-06-03,,107,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-06-13,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,1,2020-05-13,,1,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,216,2020-09-09,216,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,159,2020-09-13,159,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,11,2020-06-26,11,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,721,2020-09-25,721,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-01-26,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,998,2020-07-23,998,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-03-10,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,8,2020-06-24,8,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,1,2020-10-07,,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,3,2020-03-21,,3,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,9,2020-07-29,9,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,1,2020-08-12,1,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,789,2020-05-16,789,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,903,2020-08-22,903,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,10,2020-06-14,,10,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,17,2020-05-16,17,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,19,2020-03-30,,19,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1704,2020-05-13,1704,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,9,2020-09-13,,9,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,11,2020-06-23,,11,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,21,2020-08-26,21,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,10,2020-04-30,10,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-05-08,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,52,2020-05-14,52,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-08-31,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,37889,2020-10-19,37889,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,880,2020-04-16,,880,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,97,2020-07-02,,97,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,35,2020-04-25,35,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,2020-09-04,,1,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,68,2020-09-21,68,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,21,2020-03-18,21,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,9,2020-06-30,,9,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,69,2020-04-04,,69,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,2020-04-11,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,12,2020-08-28,,12,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,5062,2020-10-16,5062,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,5,2020-03-02,5,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,2020-06-15,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,32,2020-06-18,,32,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,239,2020-03-24,239,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2704,2020-04-01,2704,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,6,2020-06-24,6,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,974,2020-09-24,974,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1136,2020-09-09,1136,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2,2020-10-14,,2,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-01,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,698,2020-06-21,698,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,55,2020-09-10,,55,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,1,2020-06-02,,1,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,43,2020-09-07,43,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,286,2020-09-04,286,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,62,2020-06-03,62,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-05-17,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-01-24,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-07-13,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,2020-07-22,1,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,192,2020-09-16,192,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,329,2020-06-18,329,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-07-08,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,21,2020-09-14,21,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,1,2020-05-10,,1,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,8,2020-05-09,8,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,1,2020-04-15,,1,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-05-31,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-06-19,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,130,2020-08-08,130,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,121,2020-08-17,121,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,181,2020-06-03,181,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,270,2020-09-02,270,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-04-14,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,491,2020-10-02,491,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-09-06,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,13,2020-10-24,,13,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,6,2020-03-09,6,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,6,2020-04-01,6,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2,2020-10-02,,2,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,9,2020-06-22,,9,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,20,2020-05-26,20,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-07-16,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,25,2020-05-29,25,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,180,2020-05-13,180,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-04-21,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,9,2020-08-01,9,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-05-24,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,164,2020-04-23,164,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-07-15,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,395,2020-09-21,395,,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-09-02,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,2020-10-06,,2,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,3599,2020-04-07,3599,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,11,2020-03-10,,11,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,9,2020-07-31,9,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,101,2020-10-03,101,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-07-14,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-06-08,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-03-05,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,9784,2020-09-17,9784,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,6,2020-09-10,,6,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-07-11,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-06-30,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,221,2020-05-02,221,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-05-04,0,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,6,2020-04-04,,6,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,48,2020-04-13,48,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2,2020-06-24,2,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-07-20,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,88,2020-03-28,88,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,90,2020-04-18,90,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1595,2020-10-23,1595,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,7,2020-08-16,7,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,8,2020-04-09,,8,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-08-20,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,4,2020-10-14,4,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,2020-03-27,,1,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,23,2020-06-28,23,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,3,2020-10-23,,3,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,9,2020-06-27,9,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,197,2020-06-08,197,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-10-19,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2086,2020-04-30,2086,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-10-16,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,809,2020-09-19,809,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,12,2020-04-29,12,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,636,2020-08-15,636,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,9,2020-07-13,,9,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,134,2020-09-19,,134,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,2020-06-22,1,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,53,2020-05-18,,53,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-15,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,2020-03-02,,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,5,2020-09-13,,5,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,211,2020-08-17,211,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,23,2020-06-29,,23,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-03-29,,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,3240,2020-09-20,3240,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-08-12,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2,2020-08-01,,2,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1470,2020-09-30,1470,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-03-04,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,42,2020-08-29,42,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-04-10,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,2020-03-11,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,227,2020-10-18,227,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,3,2020-07-14,,3,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-08-15,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,2020-03-09,,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,1,2020-03-27,,1,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,15,2020-04-10,,15,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,31,2020-03-27,,31,"Epidemic intelligence, national daily data"
